image_id	image_path	image_pt_path	graylevel	original_height	original_width	transcription	transcription_len
g06-011a-09	./data/lines/g06/g06-011a/g06-011a-09.png	./data/lines/g06/g06-011a/g06-011a-09.pt	182	155	1857	in|my|eye|,|particularly|as|the|troops|are|very	47
g06-011a-10	./data/lines/g06/g06-011a/g06-011a-10.png	./data/lines/g06/g06-011a/g06-011a-10.pt	182	79	242	fine|.|'	8
g06-011b-00	./data/lines/g06/g06-011b/g06-011b-00.png	./data/lines/g06/g06-011b/g06-011b-00.pt	162	141	1860	By|the|end|of|the|month|he|still|delighted	42
g06-011b-01	./data/lines/g06/g06-011b/g06-011b-01.png	./data/lines/g06/g06-011b/g06-011b-01.pt	162	112	1706	in|Naples|.|He|told|Cloncurry|that|he	37
g06-011b-02	./data/lines/g06/g06-011b/g06-011b-02.png	./data/lines/g06/g06-011b/g06-011b-02.pt	162	151	1534	enjoyed|it|as|much|as|his|health	32
g06-011b-03	./data/lines/g06/g06-011b/g06-011b-03.png	./data/lines/g06/g06-011b/g06-011b-03.pt	162	206	1935	permitted|him|to|enjoy|anything|.|'|The|Pearl|'|,	49
g06-011b-04	./data/lines/g06/g06-011b/g06-011b-04.png	./data/lines/g06/g06-011b/g06-011b-04.pt	162	125	1844	he|wrote|,|'|is|arrived|,|which|is|a|great	42
g06-011b-05	./data/lines/g06/g06-011b/g06-011b-05.png	./data/lines/g06/g06-011b/g06-011b-05.pt	162	125	1818	resource|.|Vesuvius|seems|to|be|tired|;|he	42
g06-011b-06	./data/lines/g06/g06-011b/g06-011b-06.png	./data/lines/g06/g06-011b/g06-011b-06.pt	162	154	1806	is|going|out|fast|...|.|What|a|gay|,|lively	43
g06-011b-07	./data/lines/g06/g06-011b/g06-011b-07.png	./data/lines/g06/g06-011b/g06-011b-07.pt	162	156	1832	people|,|and|what|a|busy|town|.|At|Rome|,	41
g06-011b-08	./data/lines/g06/g06-011b/g06-011b-08.png	./data/lines/g06/g06-011b/g06-011b-08.pt	162	154	1840	every|other|man|was|a|priest|:|here|the	39
g06-011b-09	./data/lines/g06/g06-011b/g06-011b-09.png	./data/lines/g06/g06-011b/g06-011b-09.pt	162	166	1678	priest|is|1superceded|by|the|soldier|-	38
g06-011b-10	./data/lines/g06/g06-011b/g06-011b-10.png	./data/lines/g06/g06-011b/g06-011b-10.pt	162	140	1555	a|favourable|change|in|my|eye|,	31
g06-011c-00	./data/lines/g06/g06-011c/g06-011c-00.png	./data/lines/g06/g06-011c/g06-011c-00.pt	182	101	1577	By|the|end|of|the|month|he|still|delighted|in	45
g06-011c-01	./data/lines/g06/g06-011c/g06-011c-01.png	./data/lines/g06/g06-011c/g06-011c-01.pt	182	114	1632	Naples|.|He|told|Cloncurry|that|he|enjoyed|it|as	48
g06-011c-04	./data/lines/g06/g06-011c/g06-011c-04.png	./data/lines/g06/g06-011c/g06-011c-04.pt	182	113	1713	resource|.|Vesuvius|seems|to|be|tired|;|he|is|going	51
g06-011c-05	./data/lines/g06/g06-011c/g06-011c-05.png	./data/lines/g06/g06-011c/g06-011c-05.pt	182	122	1742	out|fast|...|.|What|a|gay|,|lively|people|,|and|what	52
g06-011c-06	./data/lines/g06/g06-011c/g06-011c-06.png	./data/lines/g06/g06-011c/g06-011c-06.pt	182	127	1695	a|busy|town|.|At|Rome|,|every|other|man|was|a	45
g06-011c-08	./data/lines/g06/g06-011c/g06-011c-08.png	./data/lines/g06/g06-011c/g06-011c-08.pt	182	138	1703	soldier|-|a|favourable|change|in|my|eye|,|particularly	54
g06-011c-09	./data/lines/g06/g06-011c/g06-011c-09.png	./data/lines/g06/g06-011c/g06-011c-09.pt	182	106	1066	as|the|troops|are|very|fine|.|'	31
g06-011e-01	./data/lines/g06/g06-011e/g06-011e-01.png	./data/lines/g06/g06-011e/g06-011e-01.pt	156	111	1685	He|told|Cloncurry|that|he|enjoyed|it|as|much|as|his	51
g06-011e-02	./data/lines/g06/g06-011e/g06-011e-02.png	./data/lines/g06/g06-011e/g06-011e-02.pt	157	125	1755	health|permitted|him|to|enjoy|anything|.|'|The|Pearl|'|,|he	59
g06-011e-03	./data/lines/g06/g06-011e/g06-011e-03.png	./data/lines/g06/g06-011e/g06-011e-03.pt	158	117	1693	wrote|,|'|is|arrived|,|which|is|a|great|resource|.|Vesuvius	59
g06-011e-04	./data/lines/g06/g06-011e/g06-011e-04.png	./data/lines/g06/g06-011e/g06-011e-04.pt	157	118	1762	seems|to|be|tired|;|he|is|going|out|fast|...|.|What|a|gay|,	59
g06-011e-05	./data/lines/g06/g06-011e/g06-011e-05.png	./data/lines/g06/g06-011e/g06-011e-05.pt	155	136	1685	lively|people|,|and|what|a|busy|town|.|At|Rome|,|every	54
g06-011e-07	./data/lines/g06/g06-011e/g06-011e-07.png	./data/lines/g06/g06-011e/g06-011e-07.pt	156	116	1800	the|soldier|-|a|favourable|change|in|my|eye|,|particularly	58
g06-011e-08	./data/lines/g06/g06-011e/g06-011e-08.png	./data/lines/g06/g06-011e/g06-011e-08.pt	154	110	839	as|the|troops|are|very|fine|.|'	31
g06-011f-04	./data/lines/g06/g06-011f/g06-011f-04.png	./data/lines/g06/g06-011f/g06-011f-04.pt	203	103	1647	fast|...|.|What|a|gay|,|lively|people|,|and|what|a|busy|town|.|At	65
g06-011f-07	./data/lines/g06/g06-011f/g06-011f-07.png	./data/lines/g06/g06-011f/g06-011f-07.pt	203	106	726	the|troops|are|very|fine|.|'	28
g06-011g-04	./data/lines/g06/g06-011g/g06-011g-04.png	./data/lines/g06/g06-011g/g06-011g-04.pt	182	112	1703	tired|;|he|is|going|out|fast|...|.|What|a|gay|,|lively|people|,	63
g06-011g-06	./data/lines/g06/g06-011g/g06-011g-06.png	./data/lines/g06/g06-011g/g06-011g-06.pt	182	124	1707	a|priest|:|here|the|priest|is|1superceded|by|the|soldier|-|a	60
g06-011g-07	./data/lines/g06/g06-011g/g06-011g-07.png	./data/lines/g06/g06-011g/g06-011g-07.pt	182	106	1694	favourable|change|in|my|eye|,|particularly|as|the|troops	56
g06-011g-08	./data/lines/g06/g06-011g/g06-011g-08.png	./data/lines/g06/g06-011g/g06-011g-08.pt	182	103	413	are|very|fine|.|'	17
g06-011h-01	./data/lines/g06/g06-011h/g06-011h-01.png	./data/lines/g06/g06-011h/g06-011h-01.pt	179	129	1725	He|told|Cloncurry|that|he|enjoyed|it|as|much|as	47
g06-011h-02	./data/lines/g06/g06-011h/g06-011h-02.png	./data/lines/g06/g06-011h/g06-011h-02.pt	181	136	1720	his|health|permitted|him|to|enjoy|anything|.|'|The	50
g06-011h-03	./data/lines/g06/g06-011h/g06-011h-03.png	./data/lines/g06/g06-011h/g06-011h-03.pt	184	112	1710	Pearl|'|,|he|wrote|,|'|is|arrived|,|which|is|a|great	52
g06-011h-04	./data/lines/g06/g06-011h/g06-011h-04.png	./data/lines/g06/g06-011h/g06-011h-04.pt	180	109	1622	resource|.|Vesuvius|seems|to|be|tired|;|he|is	45
g06-011h-08	./data/lines/g06/g06-011h/g06-011h-08.png	./data/lines/g06/g06-011h/g06-011h-08.pt	178	134	1822	the|soldier|-|a|favourable|change|in|my|eye|,	45
g06-011h-09	./data/lines/g06/g06-011h/g06-011h-09.png	./data/lines/g06/g06-011h/g06-011h-09.pt	177	129	1507	particularly|as|the|troops|are|very|fine|.|'	44
g06-011i-01	./data/lines/g06/g06-011i/g06-011i-01.png	./data/lines/g06/g06-011i/g06-011i-01.pt	182	113	1706	He|told|Cloncurry|that|he|enjoyed|it|as|much|as|his	51
g06-011i-02	./data/lines/g06/g06-011i/g06-011i-02.png	./data/lines/g06/g06-011i/g06-011i-02.pt	162	102	1631	health|permitted|him|to|enjoy|anything|.|'|The|Pearl|'|,|he	59
g06-011i-08	./data/lines/g06/g06-011i/g06-011i-08.png	./data/lines/g06/g06-011i/g06-011i-08.pt	162	96	905	as|the|troops|are|very|fine|.|'	31
g06-011j-01	./data/lines/g06/g06-011j/g06-011j-01.png	./data/lines/g06/g06-011j/g06-011j-01.pt	182	159	1803	Naples|.|He|told|Cloncurry|that|he|enjoyed	42
g06-011j-02	./data/lines/g06/g06-011j/g06-011j-02.png	./data/lines/g06/g06-011j/g06-011j-02.pt	182	155	1707	it|as|much|as|his|health|permitted|him|to	41
g06-011j-03	./data/lines/g06/g06-011j/g06-011j-03.png	./data/lines/g06/g06-011j/g06-011j-03.pt	182	201	1909	enjoy|anything|.|'|The|Pearl|'|,|he|wrote|,|'|is|arrived|,	58
g06-011j-04	./data/lines/g06/g06-011j/g06-011j-04.png	./data/lines/g06/g06-011j/g06-011j-04.pt	182	162	1776	which|is|a|great|resource|.|Vesuvius|seems	42
g06-011j-06	./data/lines/g06/g06-011j/g06-011j-06.png	./data/lines/g06/g06-011j/g06-011j-06.pt	182	160	1791	a|gay|,|lively|people|,|and|what|a|busy|town|.	46
g06-011j-07	./data/lines/g06/g06-011j/g06-011j-07.png	./data/lines/g06/g06-011j/g06-011j-07.pt	182	159	1836	At|Rome|,|every|other|man|was|a|priest|:	40
g06-011j-08	./data/lines/g06/g06-011j/g06-011j-08.png	./data/lines/g06/g06-011j/g06-011j-08.pt	182	136	1779	here|the|priest|is|1superceded|by|the	37
g06-011j-09	./data/lines/g06/g06-011j/g06-011j-09.png	./data/lines/g06/g06-011j/g06-011j-09.pt	182	168	1778	soldier|-|a|favourable|change|in|my|eye|,	41
g06-011j-10	./data/lines/g06/g06-011j/g06-011j-10.png	./data/lines/g06/g06-011j/g06-011j-10.pt	182	133	1952	particularly|as|the|troops|are|very|fine|.|'	44
g06-011k-00	./data/lines/g06/g06-011k/g06-011k-00.png	./data/lines/g06/g06-011k/g06-011k-00.pt	182	110	1746	By|the|end|of|the|month|he|still|delighted|in	45
g06-011k-01	./data/lines/g06/g06-011k/g06-011k-01.png	./data/lines/g06/g06-011k/g06-011k-01.pt	182	117	1751	Naples|.|He|told|Cloncurry|that|he|enjoyed|it|as	48
g06-011k-02	./data/lines/g06/g06-011k/g06-011k-02.png	./data/lines/g06/g06-011k/g06-011k-02.pt	182	107	1627	much|as|his|health|permitted|him|to|enjoy	41
g06-011k-03	./data/lines/g06/g06-011k/g06-011k-03.png	./data/lines/g06/g06-011k/g06-011k-03.pt	182	133	1756	anything|.|'|The|Pearl|'|,|he|wrote|,|'|is|arrived|,|which	58
g06-011k-05	./data/lines/g06/g06-011k/g06-011k-05.png	./data/lines/g06/g06-011k/g06-011k-05.pt	182	114	1642	he|is|going|out|fast|...|.|What|a|gay|,|lively	46
g06-011k-07	./data/lines/g06/g06-011k/g06-011k-07.png	./data/lines/g06/g06-011k/g06-011k-07.pt	182	105	1608	other|man|was|a|priest|:|here|the|priest|is	43
g06-011k-08	./data/lines/g06/g06-011k/g06-011k-08.png	./data/lines/g06/g06-011k/g06-011k-08.pt	182	121	1858	1superceded|by|the|soldier|-|a|favourable|change	48
g06-011k-10	./data/lines/g06/g06-011k/g06-011k-10.png	./data/lines/g06/g06-011k/g06-011k-10.pt	182	114	403	very|fine|.|'	13
g06-011l-00	./data/lines/g06/g06-011l/g06-011l-00.png	./data/lines/g06/g06-011l/g06-011l-00.pt	182	139	1743	By|the|end|of|the|month|he|still|delighted|in|Naples|.|He	57
g06-011l-01	./data/lines/g06/g06-011l/g06-011l-01.png	./data/lines/g06/g06-011l/g06-011l-01.pt	186	112	1679	told|Cloncurry|that|he|enjoyed|it|as|much|as|his|health	55
g06-011l-03	./data/lines/g06/g06-011l/g06-011l-03.png	./data/lines/g06/g06-011l/g06-011l-03.pt	186	104	1604	'|is|arrived|,|which|is|a|great|resource|.|Vesuvius|seems	57
g06-011l-08	./data/lines/g06/g06-011l/g06-011l-08.png	./data/lines/g06/g06-011l/g06-011l-08.pt	182	120	725	the|troops|are|very|fine|.|'	28
g06-011m-00	./data/lines/g06/g06-011m/g06-011m-00.png	./data/lines/g06/g06-011m/g06-011m-00.pt	182	121	1573	By|the|end|of|the|month|he|still|delighted|in	45
g06-011m-01	./data/lines/g06/g06-011m/g06-011m-01.png	./data/lines/g06/g06-011m/g06-011m-01.pt	182	121	1637	Naples|.|He|told|Cloncurry|that|he|enjoyed|it|as	48
g06-011m-02	./data/lines/g06/g06-011m/g06-011m-02.png	./data/lines/g06/g06-011m/g06-011m-02.pt	182	115	1830	much|as|his|health|permitted|him|to|enjoy|anything|.	52
g06-011m-03	./data/lines/g06/g06-011m/g06-011m-03.png	./data/lines/g06/g06-011m/g06-011m-03.pt	182	120	1662	'|The|Pearl|'|,|he|wrote|,|'|is|arrived|,|which|is|a|great	58
g06-011m-04	./data/lines/g06/g06-011m/g06-011m-04.png	./data/lines/g06/g06-011m/g06-011m-04.pt	182	115	1748	resource|.|Vesuvius|seems|to|be|tired|;|he|is|going	51
g06-011m-06	./data/lines/g06/g06-011m/g06-011m-06.png	./data/lines/g06/g06-011m/g06-011m-06.pt	182	121	1674	busy|town|.|At|Rome|,|every|other|man|was|a	43
g06-011m-07	./data/lines/g06/g06-011m/g06-011m-07.png	./data/lines/g06/g06-011m/g06-011m-07.pt	162	107	1541	priest|:|here|the|priest|is|1superceded|by|the	46
g06-011m-08	./data/lines/g06/g06-011m/g06-011m-08.png	./data/lines/g06/g06-011m/g06-011m-08.pt	162	118	1468	soldier|-|a|favourable|change|in|my|eye|,	41
g06-011m-09	./data/lines/g06/g06-011m/g06-011m-09.png	./data/lines/g06/g06-011m/g06-011m-09.pt	162	113	1576	particularly|as|the|troops|are|very|fine|.|'	44
g06-011n-00	./data/lines/g06/g06-011n/g06-011n-00.png	./data/lines/g06/g06-011n/g06-011n-00.pt	191	126	1528	By|the|end|of|the|month|he|still	32
g06-011n-01	./data/lines/g06/g06-011n/g06-011n-01.png	./data/lines/g06/g06-011n/g06-011n-01.pt	191	141	1746	delighted|in|Naples|.|He|told|Cloncurry	39
g06-011n-02	./data/lines/g06/g06-011n/g06-011n-02.png	./data/lines/g06/g06-011n/g06-011n-02.pt	191	145	1663	that|he|enjoyed|it|as|much|as|his	33
g06-011n-03	./data/lines/g06/g06-011n/g06-011n-03.png	./data/lines/g06/g06-011n/g06-011n-03.pt	191	158	1566	health|permitted|him|to|enjoy	29
g06-011n-05	./data/lines/g06/g06-011n/g06-011n-05.png	./data/lines/g06/g06-011n/g06-011n-05.pt	191	149	1744	arrived|,|which|is|a|great|resource|.	37
g06-011n-06	./data/lines/g06/g06-011n/g06-011n-06.png	./data/lines/g06/g06-011n/g06-011n-06.pt	186	119	1648	Vesuvius|seems|to|be|tired|;|he	31
g06-011n-08	./data/lines/g06/g06-011n/g06-011n-08.png	./data/lines/g06/g06-011n/g06-011n-08.pt	191	151	1745	lively|people|,|and|what|a|busy	31
g06-011n-10	./data/lines/g06/g06-011n/g06-011n-10.png	./data/lines/g06/g06-011n/g06-011n-10.pt	186	144	1834	man|was|a|priest|:|here|the|priest	34
g06-011o-00	./data/lines/g06/g06-011o/g06-011o-00.png	./data/lines/g06/g06-011o/g06-011o-00.pt	186	140	1806	By|the|end|of|the|month|he|still|delighted	42
g06-011o-01	./data/lines/g06/g06-011o/g06-011o-01.png	./data/lines/g06/g06-011o/g06-011o-01.pt	188	130	1819	in|Naples|.|He|told|Cloncurry|that|he|enjoyed|it|as	51
g06-011o-02	./data/lines/g06/g06-011o/g06-011o-02.png	./data/lines/g06/g06-011o/g06-011o-02.pt	187	145	1913	much|as|his|health|permitted|him|to|enjoy|any-	46
g06-011o-03	./data/lines/g06/g06-011o/g06-011o-03.png	./data/lines/g06/g06-011o/g06-011o-03.pt	186	148	1988	thing|.|'|The|Pearl|'|,|he|wrote|,|'|is|arrived|,|which|is|a|great	66
g06-011o-04	./data/lines/g06/g06-011o/g06-011o-04.png	./data/lines/g06/g06-011o/g06-011o-04.pt	188	129	1939	resource|.|Vesuvius|seems|to|be|tired|;|he|is|going	51
g06-011o-05	./data/lines/g06/g06-011o/g06-011o-05.png	./data/lines/g06/g06-011o/g06-011o-05.pt	187	138	2042	out|fast|...|.|What|a|gay|,|lively|people|,|and|what	52
g06-011o-06	./data/lines/g06/g06-011o/g06-011o-06.png	./data/lines/g06/g06-011o/g06-011o-06.pt	183	174	1959	a|busy|town|.|At|Rome|,|every|other|man|was	43
g06-011o-07	./data/lines/g06/g06-011o/g06-011o-07.png	./data/lines/g06/g06-011o/g06-011o-07.pt	184	133	1869	a|priest|:|here|the|priest|is|1superceded	41
g06-011o-08	./data/lines/g06/g06-011o/g06-011o-08.png	./data/lines/g06/g06-011o/g06-011o-08.pt	185	150	1711	by|the|soldier|-|a|favourable|change	36
g06-011o-09	./data/lines/g06/g06-011o/g06-011o-09.png	./data/lines/g06/g06-011o/g06-011o-09.pt	186	156	1673	in|my|eye|,|particularly|as|the	31
g06-011o-10	./data/lines/g06/g06-011o/g06-011o-10.png	./data/lines/g06/g06-011o/g06-011o-10.pt	187	132	1103	troops|are|very|fine|.|'	24
g06-011p-01	./data/lines/g06/g06-011p/g06-011p-01.png	./data/lines/g06/g06-011p/g06-011p-01.pt	199	114	1735	told|Cloncurry|that|he|enjoyed|it|as|much|as|his|health	55
g06-011p-02	./data/lines/g06/g06-011p/g06-011p-02.png	./data/lines/g06/g06-011p/g06-011p-02.pt	198	119	1760	permitted|him|to|enjoy|anything|.|'|The|Pearl|'|,|he|wrote|,	60
g06-011p-05	./data/lines/g06/g06-011p/g06-011p-05.png	./data/lines/g06/g06-011p/g06-011p-05.pt	199	125	1718	people|,|and|what|a|busy|town|.|At|Rome|,|every|other	53
g06-011p-06	./data/lines/g06/g06-011p/g06-011p-06.png	./data/lines/g06/g06-011p/g06-011p-06.pt	195	124	1793	man|was|a|priest|:|here|the|priest|is|1superceded|by	52
g06-011p-07	./data/lines/g06/g06-011p/g06-011p-07.png	./data/lines/g06/g06-011p/g06-011p-07.pt	196	125	1575	the|soldier|-|a|favourable|change|in|my|eye|,	45
g06-011p-08	./data/lines/g06/g06-011p/g06-011p-08.png	./data/lines/g06/g06-011p/g06-011p-08.pt	196	117	1319	particularly|as|the|troops|are|very|fine|.|'	44
g06-011r-02	./data/lines/g06/g06-011r/g06-011r-02.png	./data/lines/g06/g06-011r/g06-011r-02.pt	167	121	1739	health|permitted|him|to|enjoy|anything|.|'|The|Pearl|'|,	56
g06-011r-08	./data/lines/g06/g06-011r/g06-011r-08.png	./data/lines/g06/g06-011r/g06-011r-08.pt	167	97	1456	particularly|as|the|troops|are|very|fine|.|'	44
g06-018a-00	./data/lines/g06/g06-018a/g06-018a-00.png	./data/lines/g06/g06-018a/g06-018a-00.pt	182	120	1755	When|the|sailing|season|was|past|,|he|sent|Pearl	48
g06-018a-01	./data/lines/g06/g06-018a/g06-018a-01.png	./data/lines/g06/g06-018a/g06-018a-01.pt	182	124	1783	back|to|England|,|and|returned|to|Rome|for|the	46
g06-018a-02	./data/lines/g06/g06-018a/g06-018a-02.png	./data/lines/g06/g06-018a/g06-018a-02.pt	182	130	1778	winter|.|In|late|November|,|he|was|'|suffering|as	49
g06-018a-04	./data/lines/g06/g06-018a/g06-018a-04.png	./data/lines/g06/g06-018a/g06-018a-04.pt	182	123	1724	this|place|agree|with|me|better|than|Naples|.	45
g06-018a-05	./data/lines/g06/g06-018a/g06-018a-05.png	./data/lines/g06/g06-018a/g06-018a-05.pt	182	135	1780	The|journey|has|been|against|me|,|as|there|has	46
g06-018b-00	./data/lines/g06/g06-018b/g06-018b-00.png	./data/lines/g06/g06-018b/g06-018b-00.pt	162	188	1846	When|the|sailing|season|was|past|,|he|sent	42
g06-018b-02	./data/lines/g06/g06-018b/g06-018b-02.png	./data/lines/g06/g06-018b/g06-018b-02.pt	162	123	1530	to|Rome|for|the|winter|.|In|late	32
g06-018b-03	./data/lines/g06/g06-018b/g06-018b-03.png	./data/lines/g06/g06-018b/g06-018b-03.pt	162	146	1712	November|,|he|was|'|suffering|as|usual|'|,	42
g06-018b-05	./data/lines/g06/g06-018b/g06-018b-05.png	./data/lines/g06/g06-018b/g06-018b-05.pt	162	143	1617	this|place|agree|with|me|better|than	36
g06-018b-06	./data/lines/g06/g06-018b/g06-018b-06.png	./data/lines/g06/g06-018b/g06-018b-06.pt	162	143	1660	Naples|.|The|journey|has|been|against	37
g06-018b-08	./data/lines/g06/g06-018b/g06-018b-08.png	./data/lines/g06/g06-018b/g06-018b-08.pt	162	128	1691	damp|,|but|the|temperature|is|high	34
g06-018c-01	./data/lines/g06/g06-018c/g06-018c-01.png	./data/lines/g06/g06-018c/g06-018c-01.pt	182	117	1769	to|England|,|and|returned|to|Rome|for|the|winter|.|In	53
g06-018c-02	./data/lines/g06/g06-018c/g06-018c-02.png	./data/lines/g06/g06-018c/g06-018c-02.pt	182	124	1738	late|November|,|he|was|'|suffering|as|usual|'|,|but|hoped|,	59
g06-018c-03	./data/lines/g06/g06-018c/g06-018c-03.png	./data/lines/g06/g06-018c/g06-018c-03.pt	182	110	1715	he|told|Arthur|,|'|to|find|this|place|agree|with	48
g06-018c-04	./data/lines/g06/g06-018c/g06-018c-04.png	./data/lines/g06/g06-018c/g06-018c-04.pt	182	113	1651	me|better|than|Naples|.|The|journey|has|been	44
g06-018c-05	./data/lines/g06/g06-018c/g06-018c-05.png	./data/lines/g06/g06-018c/g06-018c-05.pt	182	117	1773	against|me|,|as|there|has|been|much|rain|and|damp|,	51
g06-018d-00	./data/lines/g06/g06-018d/g06-018d-00.png	./data/lines/g06/g06-018d/g06-018d-00.pt	182	131	1638	When|the|sailing|season|was|past|,|he|sent|Pearl	48
g06-018d-03	./data/lines/g06/g06-018d/g06-018d-03.png	./data/lines/g06/g06-018d/g06-018d-03.pt	182	140	1683	usual|'|,|but|hoped|,|he|told|Arthur|,|'|to|find|this	53
g06-018d-04	./data/lines/g06/g06-018d/g06-018d-04.png	./data/lines/g06/g06-018d/g06-018d-04.pt	162	145	1699	place|agree|with|me|better|than|Naples|.|The|journey	52
g06-018d-05	./data/lines/g06/g06-018d/g06-018d-05.png	./data/lines/g06/g06-018d/g06-018d-05.pt	162	122	1745	has|been|against|me|,|as|there|has|been|much|rain|and	53
g06-018d-07	./data/lines/g06/g06-018d/g06-018d-07.png	./data/lines/g06/g06-018d/g06-018d-07.pt	162	137	643	thought|of|a|fire|...|.	23
g06-018e-01	./data/lines/g06/g06-018e/g06-018e-01.png	./data/lines/g06/g06-018e/g06-018e-01.pt	162	117	1618	England|,|and|returned|to|Rome|for|the|winter|.|In|late	55
g06-018e-02	./data/lines/g06/g06-018e/g06-018e-02.png	./data/lines/g06/g06-018e/g06-018e-02.pt	162	107	1644	November|,|he|was|'|suffering|as|usual|'|,|but|hoped|,|he	57
g06-018e-03	./data/lines/g06/g06-018e/g06-018e-03.png	./data/lines/g06/g06-018e/g06-018e-03.pt	162	113	1743	told|Arthur|,|'|to|find|this|place|agree|with|me|better|than	60
g06-018g-01	./data/lines/g06/g06-018g/g06-018g-01.png	./data/lines/g06/g06-018g/g06-018g-01.pt	182	106	1613	England|,|and|returned|to|Rome|for|the|winter|.|In|late	55
g06-018g-06	./data/lines/g06/g06-018g/g06-018g-06.png	./data/lines/g06/g06-018g/g06-018g-06.pt	182	111	700	yet|thought|of|a|fire|...|.	27
g06-018h-00	./data/lines/g06/g06-018h/g06-018h-00.png	./data/lines/g06/g06-018h/g06-018h-00.pt	182	124	1783	When|the|sailing|season|was|past|,|he|sent|Pearl|back|to	56
g06-018h-02	./data/lines/g06/g06-018h/g06-018h-02.png	./data/lines/g06/g06-018h/g06-018h-02.pt	182	131	1770	November|,|he|was|'|suffering|as|usual|'|,|but|hoped|,|he	57
g06-018h-03	./data/lines/g06/g06-018h/g06-018h-03.png	./data/lines/g06/g06-018h/g06-018h-03.pt	182	119	1839	told|Arthur|,|'|to|find|this|place|agree|with|me|better	55
g06-018h-07	./data/lines/g06/g06-018h/g06-018h-07.png	./data/lines/g06/g06-018h/g06-018h-07.pt	182	105	260	a|fire|...|.	12
g06-018i-02	./data/lines/g06/g06-018i/g06-018i-02.png	./data/lines/g06/g06-018i/g06-018i-02.pt	162	116	1635	November|,|he|was|'|suffering|as|usual|'|,|but|hoped|,|he	57
g06-018j-00	./data/lines/g06/g06-018j/g06-018j-00.png	./data/lines/g06/g06-018j/g06-018j-00.pt	182	154	1838	When|the|sailing|season|was|past|,|he|sent|Pearl	48
